.,Longitude,District,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
24,73,Vadali Taluka,Gujarat,0,0,0.56,0,0.08,2.65,5.47,17.32,5.01,0.34,0,0.07
24,73.25,Vijayanagar Taluka,Gujarat,0,0,0.4,0.1,0.07,1.87,4.42,15.06,4.26,0.01,0.08,0.02
24,73.5,Kherwara Tehsil,Rajasthan,0,0,0.25,0,0,0.64,5.08,10.56,5.6,0.19,0,0.03
24,73.75,Rishabhdeo Tehsil,Rajasthan,0,0,0.08,0.02,0.02,3.22,4.19,12.48,4.31,0.42,0,0.17
24,74,Salumbar Tehsil,Rajasthan,0,0,0.31,0.14,0.05,2.57,6.43,19.19,3.82,0.32,0.07,0.1
24,74.25,Salumbar Tehsil,Rajasthan,0,0,0.35,0.06,0.01,3.61,3.31,22.89,8.32,0.08,0.02,0.06
24,74.5,Dhariawad Tehsil,Rajasthan,0,0,0.23,0.08,0.06,2.89,6.52,16.85,8.09,0.34,0,0.14
24,74.75,Pratapgarh Tehsil,Rajasthan,0,0,0.11,0.11,0.06,2.91,7.42,14.47,8.19,0.56,0,0.15
24,75,Daloda Tahsil,Madhya Pradesh,0,0,0.2,0.17,0.05,4.69,5.75,12.7,6.35,1.01,0,0.33
24,75.25,Mandsaur Tahsil,Madhya Pradesh,0,0,0.12,0,0,2.66,3.86,12.19,2.54,0.38,0.01,0.13
24,75.5,Gangdhar Tehsil,Rajasthan,0,0,0.12,0,0,2.78,3.71,12.81,2.09,0.45,0.02,0.06
24,75.75,Suwasra Tahsil,Madhya Pradesh,0.14,0,0.31,0,0,5.88,8.31,16.74,3.77,0.01,0.01,0.07
24,76,Susner Tahsil,Madhya Pradesh,0.3,0,0.05,0,0,5.78,5.56,11.55,3.85,0.04,0.01,0.36
24,76.25,Susner Tahsil,Madhya Pradesh,0.36,0,0.1,0.02,0.01,3.55,4.71,13.99,3.61,0.06,0,0.48
24,76.5,Khilchipur Tahsil,Madhya Pradesh,0.43,0,0.3,0.04,0.09,1.87,6.44,15.52,3.8,0,0,0.47
24,76.75,Rajgarh Tahsil,Madhya Pradesh,0.39,0,0.28,0.06,0.08,5.46,5.96,22.48,4.83,0,0,0.31
24,77,Biaora Tahsil,Madhya Pradesh,0.4,0,0.22,0.04,0.12,8.45,4.69,17.26,3.03,0.15,0,0.23
24,77.25,Maksoodangarh Tahsil,Madhya Pradesh,0.16,0,0.37,0,0.16,11.7,4.32,12.51,2.79,0.24,0,0.34
24,77.5,Lateri Tahsil,Madhya Pradesh,0.04,0,0.18,0,0.1,9.37,3.01,11.09,3.6,0.08,0.01,0.2
24,77.75,Nateran Tahsil,Madhya Pradesh,0.08,0,0.55,0,0.29,9.91,2.97,13.42,4.85,0.01,0.08,0.22
24,78,Kurwai Tahsil,Madhya Pradesh,0.08,0,0.49,0.02,0.33,9.98,5.15,17,5.06,0,0.04,0.24
24,78.25,Pathardi Tahsil,Madhya Pradesh,0.05,0,0.55,0.03,0.32,9.63,6.13,18.81,4.62,0,0.01,0.22
24,78.5,Malthon Tahsil,Madhya Pradesh,0.17,0,0.78,0.28,0.59,7.23,7.26,19.25,4.42,0,0.03,0.22
24,78.75,Banda Tahsil,Madhya Pradesh,0.64,0,0.52,0.55,0.74,4.26,8.59,14.24,4.38,0,0.05,0.21
24,79,Banda Tahsil,Madhya Pradesh,0.8,0,0.34,0.37,0.39,4.41,7.62,13.32,4.87,0.01,0.07,0.23
24,79.25,Patharia Tahsil,Madhya Pradesh,0.71,0,0.23,0.14,0.12,5.96,5.75,12.31,5.11,0.02,0.15,0.5
24,79.5,Patera Tahsil,Madhya Pradesh,0.59,0,0.22,0.12,0.2,7.02,5.07,12.34,5.14,0.02,0.26,0.71
24,79.75,Patera Tahsil,Madhya Pradesh,0.97,0,0.11,0.1,0.2,4.97,5.67,13.59,4.04,0.01,0.27,0.41
24,80,Raipura Tahsil,Madhya Pradesh,0.85,0.02,0.14,0.1,0.24,5.74,5.52,12.72,3.81,0.01,0.32,0.47
24,80.25,Shahnagar Tahsil,Madhya Pradesh,0.44,0.1,0.16,0.14,0.32,6.29,4.59,10.67,2.94,0,0.31,0.28
24,80.5,Vijayraghavgarh Tahsil,Madhya Pradesh,0.36,0.14,0.17,0.15,0.29,5.65,4.68,10.24,2.81,0,0.25,0.25
24,80.75,Vijayraghavgarh Tahsil,Madhya Pradesh,0.3,0.22,0.25,0.18,0.4,5.95,5.03,9.86,3.15,0.02,0.24,0.26
24,81,Manpur Tahsil,Madhya Pradesh,0.28,0.57,0.78,0.18,0.8,7.3,6.81,9.5,4.44,0.25,0.17,0.22
24,81.25,Beohari Tahsil,Madhya Pradesh,0.31,0.79,1.15,0.17,1.11,8.55,7.79,9.44,5.2,0.46,0.15,0.18
24,81.5,Beohari Tahsil,Madhya Pradesh,0.38,0.93,1.54,0.11,1.37,9.62,8.08,9.78,5.28,0.77,0.11,0.08
24,81.75,Kusmi Tahsil,Madhya Pradesh,0.42,0.85,1.57,0.09,1.36,9.75,8.3,10.19,5.14,0.69,0.13,0.06
24,82,Kusmi Tahsil,Madhya Pradesh,0.7,0.69,1.82,0.09,1.18,9.84,8.48,12.67,4.57,1.23,0.13,0
24,82.25,Sarai Tahsil,Madhya Pradesh,0.53,0.56,1.64,0.18,1.03,9.56,7.62,9.86,4.14,2.06,0.29,0.03
24,82.5,Mada Tahsil,Madhya Pradesh,1.11,0.53,2.46,0.76,1,10.71,7.99,9.61,4.32,2.58,0.45,0.1
24,82.75,Singrauli Tahsil,Madhya Pradesh,0.61,0.47,2.18,0.56,0.75,8.67,7.28,6.86,4.54,0.63,0.46,0.15
24,83,Dudhi,Uttar Pradesh,0.42,0.51,2.09,0.47,0.86,8.12,7.56,7.27,3.63,0.52,0.26,0.02
24,83.25,Ramanujganj Tahsil,Chhattisgarh,0.4,0.76,2.45,0.56,1.48,9.18,8.77,7.44,3.75,1.38,0.34,0
24,83.5,Ramanujganj Tahsil,Chhattisgarh,0.44,0.88,2.69,0.45,1.42,10.12,9.07,6.68,3.74,1.67,0.33,0
24,83.75,Ranka Kalan,Jharkhand,1.08,1.63,3.79,0.19,0.64,11.43,9.77,8.16,4.62,2.36,0.58,0
24,84,Chainpur,Jharkhand,0.89,0.88,3.46,0.34,0.96,10.03,11.49,8.81,4.89,4,0.41,0.02
24,84.25,Nilambar-Pitambarpur(Lesliganj),Jharkhand,0.35,0.22,1.76,0.08,0.28,7.47,13.86,9.81,4.79,5.65,0.26,0.02
24,84.5,Panki,Jharkhand,0.82,0.54,3.6,0.73,0.61,7.86,10.87,8.15,4.49,3.87,0.21,0
24,84.75,Bariyatu,Jharkhand,0.96,0.72,4.27,1.5,0.82,7.15,8.43,8.12,4.67,2.17,0.26,0
24,85,Tandwa,Jharkhand,0.98,0.7,4.84,2.43,1.02,7,8.99,11,3.83,1.68,0.05,0
24,85.25,Katamdag,Jharkhand,0.9,0.61,4.57,1.72,1.21,6.47,8.16,10.32,3.61,1.74,0.03,0
